;product;area;room;bath;garage;adress;price
22;Apartamento com 2 Quartos à Venda/Aluguel 90m²;1092 m²;2 Quartos;2 Banheiros;2 Vagas;Rua Desembargador Arno Hoeschl, 290 - Centro, Florianópolis - SC;"R$ 8.344 /mês
R$ 2.086.000"
23;Apartamento com Quarto à Venda/Aluguel 40m²;1092;1 Quarto;1 Banheiro;-- Vaga;Rodovia Jornalista Maurício Sirotsky Sobrinho, 5960 - Jurerê, Florianópolis - SC;"R$ 280 /dia
R$ 440.000"
24;Ponto comercial/Loja/Box para Aluguel, 342m²;160 m²;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 18.500 /mês
25;Ponto comercial/Loja/Box para Aluguel, 60m²;160;-- Quarto;2 Banheiros;-- Vaga;Avenida Mauro Ramos, 1450 - Centro, Florianópolis - SC;R$ 2.400 /mês
26;Ponto comercial/Loja/Box para Aluguel, 462m²;85 m²;-- Quarto;1 Banheiro;8 Vagas;Rua Deputado Antônio Edu Vieira, 200 - Pantanal, Florianópolis - SC;R$ 10.000 /mês
27;Apartamento com 3 Quartos para Aluguel, 82m²;85;3 Quartos;2 Banheiros;2 Vagas;Rua Pastor William Richard Schisler Filho, 868 - Itacorubi, Florianópolis - SC;R$ 3.400 /mês
28;Apartamento com 2 Quartos para Aluguel, 76m²;200 m²;2 Quartos;2 Banheiros;2 Vagas;Centro, Florianópolis - SC;R$ 7.000 /mês
29;Sala/Conjunto para Aluguel, 35m²;200;-- Quarto;-- Banheiro;-- Vaga;Rua Araci Vaz Callado - Estreito, Florianópolis - SC;R$ 1.100 /mês
30;Sala/Conjunto para Aluguel, 79m²;24 m²;-- Quarto;-- Banheiro;2 Vagas;Trindade, Florianópolis - SC;R$ 4.254 /mês
31;Ponto comercial/Loja/Box para Aluguel, 53m²;24;-- Quarto;2 Banheiros;-- Vaga;Avenida Afonso Delambert Neto - Lagoa da Conceição, Florianópolis - SC;R$ 4.000 /mês
32;Apartamento com Quarto para Aluguel, 21m²;285 m²;1 Quarto;1 Banheiro;-- Vaga;Itacorubi, Florianópolis - SC;R$ 2.563 /mês
33;Sala/Conjunto para Aluguel, 124m²;285;-- Quarto;1 Banheiro;-- Vaga;Rua São José - Balneário, Florianópolis - SC;R$ 4.000 /mês
34;Prédio/Edificio inteiro para Aluguel, 3000m²;330 m²;-- Quarto;10 Banheiros;-- Vaga;Avenida Prefeito Osmar Cunha, 77 - Centro, Florianópolis - SC;R$ 219.000 /mês
35;Casa para Aluguel, 405m²;330;-- Quarto;6 Banheiros;9 Vagas;Rua Arnoldo Cândido Raulino, 163 - Estreito, Florianópolis - SC;R$ 8.000 /mês
0;Ponto comercial/Loja/Box para Aluguel, 462m²;462 m²;-- Quarto;1 Banheiro;13 Vagas;Rua Deputado Antônio Edu Vieira, 200 - Pantanal, Florianópolis - SC;R$ 7.000 /mês
1;Casa com 2 Quartos para Aluguel, 200m²;462;2 Quartos;3 Banheiros;2 Vagas;Campeche, Florianópolis - SC;R$ 7.500 /mês
2;Galpão/Depósito/Armazém para Aluguel, 250m²;200 m²;-- Quarto;2 Banheiros;10 Vagas;Rodovia José Carlos Daux, 4261 - Saco Grande, Florianópolis - SC;R$ 20.000 /mês
3;Apartamento com 4 Quartos à Venda/Aluguel 161m²;200;4 Quartos;3 Banheiros;2 Vagas;Praia Brava, Florianópolis - SC;"R$ 1.200 /dia
R$ 2.500.000"
4;Apartamento com 2 Quartos para Aluguel, 62m²;250 m²;2 Quartos;1 Banheiro;1 Vaga;Rua Médico Miguel Salles Cavalcanti, 70 - Abraão, Florianópolis - SC;R$ 1.600 /mês
5;Prédio/Edificio inteiro para Aluguel, 800m²;250;-- Quarto;4 Banheiros;15 Vagas;Rua São Francisco, 153 - Centro, Florianópolis - SC;R$ 28.500 /mês
6;Imóvel comercial para Aluguel, 80m²;161 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Silveira de Souza, 28 - Centro, Florianópolis - SC;R$ 2.370 /mês
7;Casa com 7 Quartos para Aluguel, 350m²;161;7 Quartos;7 Banheiros;26 Vagas;Lagoa da Conceição, Florianópolis - SC;R$ 15.000 /mês
8;Apartamento com 2 Quartos para Aluguel, 66m²;62 m²;2 Quartos;2 Banheiros;1 Vaga;Itacorubi, Florianópolis - SC;R$ 2.400 /mês
9;Sala/Conjunto com 3 Quartos para Aluguel, 40m²;62;3 Quartos;1 Banheiro;-- Vaga;Avenida Hercílio Luz - Centro, Florianópolis - SC;R$ 880 /mês
10;Sala/Conjunto para Aluguel, 25m²;800 m²;-- Quarto;-- Banheiro;1 Vaga;Estreito, Florianópolis - SC;R$ 1.382 /mês
11;Casa com 4 Quartos para Aluguel, 150m²;800;4 Quartos;3 Banheiros;5 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 590 /dia
12;Casa com 9 Quartos para Aluguel, 600m²;80 m²;9 Quartos;5 Banheiros;6 Vagas;Jurerê Internacional, Florianópolis - SC;R$ 25.000 /mês
13;Casa com 6 Quartos para Venda/Aluguel 450m²;80;6 Quartos;6 Banheiros;2 Vagas;Rua das Guaracemas, 71 - Jurerê Internacional, Florianópolis - SC;"R$ 18.000 /mês
R$ 4.000.000"
14;Sala/Conjunto para Aluguel, 35m²;350 m²;-- Quarto;-- Banheiro;1 Vaga;Rua Joaquim Carneiro, 120 - Capoeiras, Florianópolis - SC;R$ 950 /mês
15;Apartamento com Quarto para Aluguel, 26m²;350;1 Quarto;1 Banheiro;1 Vaga;Pantanal, Florianópolis - SC;R$ 1.200 /mês
16;Apartamento com 2 Quartos para Aluguel, 96m²;66 m²;2 Quartos;1 Banheiro;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.700 /mês
17;Apartamento com 3 Quartos para Venda/Aluguel 131m²;66;3 Quartos;4 Banheiros;3 Vagas;Avenida das Raias - Jurerê Internacional, Florianópolis - SC;"R$ 3.500 /dia
R$ 2.500.000"
18;Ponto comercial/Loja/Box para Aluguel, 69m²;40 m²;-- Quarto;1 Banheiro;3 Vagas;Rio Tavares, Florianópolis - SC;R$ 2.150 /mês
19;Apartamento com 3 Quartos para Aluguel, 107m²;40;3 Quartos;3 Banheiros;2 Vagas;Rua Araci Vaz Callado, 1104 - Estreito, Florianópolis - SC;R$ 3.740 /mês
20;Cobertura com 3 Quartos para Venda/Aluguel 200m²;25 m²;3 Quartos;3 Banheiros;2 Vagas;Rua Jurerê Tradicional - Jurerê, Florianópolis - SC;"R$ 1.000 /dia
R$ 945.000"
21;Galpão/Depósito/Armazém para Aluguel, 250m²;25;-- Quarto;4 Banheiros;10 Vagas;Rodovia José Carlos Daux, 4261 - Saco Grande, Florianópolis - SC;R$ 24.500 /mês
22;Apartamento com 4 Quartos para Aluguel, 135m²;150 m²;4 Quartos;5 Banheiros;2 Vagas;Rua Alves de Brito - Centro, Florianópolis - SC;R$ 4.750 /mês
23;Sala/Conjunto para Aluguel, 45m²;150;-- Quarto;1 Banheiro;-- Vaga;Rua Maria Claudino da Cruz, 30 - Centro, Florianópolis - SC;R$ 1.100 /mês
24;Sala/Conjunto para Aluguel, 31m²;600 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 930 /mês
25;Apartamento com Quarto para Aluguel, 42m²;600;1 Quarto;1 Banheiro;1 Vaga;Rua Doutor Antônio Prudente de Moraes, 762 - Canasvieiras, Florianópolis - SC;R$ 250 /dia
26;Casa com 4 Quartos para Venda/Aluguel 600m²;450 m²;4 Quartos;5 Banheiros;6 Vagas;Servidão Catarina Gonçalves - Vargem Pequena, Florianópolis - SC;"R$ 10.000 /mês
R$ 5.500.000"
27;Apartamento com 3 Quartos para Aluguel, 105m²;450;3 Quartos;3 Banheiros;2 Vagas;Rua dos Chernes - Jurerê, Florianópolis - SC;R$ 2.000 /dia
28;Sala/Conjunto para Aluguel, 40m²;35 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Idalina Pereira dos Santos - Agronômica, Florianópolis - SC;R$ 1.050 /mês
29;Apartamento com 2 Quartos para Aluguel, 80m²;35;2 Quartos;3 Banheiros;1 Vaga;Rua Doutor Odilon Gallotti, 605 - Capoeiras, Florianópolis - SC;R$ 2.600 /mês
30;Sala/Conjunto com Quarto para Aluguel, 34m²;26 m²;1 Quarto;1 Banheiro;1 Vaga;Rua Belmira Isabel Martins, 42 - Estreito, Florianópolis - SC;R$ 1.200 /mês
31;Ponto comercial/Loja/Box para Aluguel, 475m²;26;-- Quarto;-- Banheiro;2 Vagas;Rua Saldanha Marinho - Centro, Florianópolis - SC;R$ 20.000 /mês
32;Apartamento com 3 Quartos para Aluguel, 147m²;96 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Esteves Júnior, 458 - Centro, Florianópolis - SC;R$ 6.200 /mês
33;Casa com 4 Quartos para Aluguel, 189m²;96;4 Quartos;2 Banheiros;-- Vaga;Rua Francisco Goulart - Trindade, Florianópolis - SC;R$ 4.500 /mês
34;Casa de condomínio com 3 Quartos para Aluguel, 140m²;131 m²;3 Quartos;2 Banheiros;2 Vagas;Servidão João Manoel Gonçalves - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.100 /dia
35;Sala/Conjunto para Aluguel, 150m²;131;-- Quarto;-- Banheiro;4 Vagas;Avenida Rio Branco - Centro, Florianópolis - SC;R$ 9.000 /mês
0;Ponto comercial/Loja/Box para Aluguel, 462m²;462 m²;-- Quarto;1 Banheiro;13 Vagas;Rua Deputado Antônio Edu Vieira, 200 - Pantanal, Florianópolis - SC;R$ 7.000 /mês
1;Casa com 2 Quartos para Aluguel, 200m²;462;2 Quartos;3 Banheiros;2 Vagas;Campeche, Florianópolis - SC;R$ 7.500 /mês
2;Galpão/Depósito/Armazém para Aluguel, 250m²;200 m²;-- Quarto;2 Banheiros;10 Vagas;Rodovia José Carlos Daux, 4261 - Saco Grande, Florianópolis - SC;R$ 20.000 /mês
3;Apartamento com 4 Quartos à Venda/Aluguel 161m²;200;4 Quartos;3 Banheiros;2 Vagas;Praia Brava, Florianópolis - SC;"R$ 1.200 /dia
R$ 2.500.000"
4;Apartamento com 2 Quartos para Aluguel, 62m²;250 m²;2 Quartos;1 Banheiro;1 Vaga;Rua Médico Miguel Salles Cavalcanti, 70 - Abraão, Florianópolis - SC;R$ 1.600 /mês
5;Prédio/Edificio inteiro para Aluguel, 800m²;250;-- Quarto;4 Banheiros;15 Vagas;Rua São Francisco, 153 - Centro, Florianópolis - SC;R$ 28.500 /mês
6;Imóvel comercial para Aluguel, 80m²;161 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Silveira de Souza, 28 - Centro, Florianópolis - SC;R$ 2.370 /mês
7;Casa com 7 Quartos para Aluguel, 350m²;161;7 Quartos;7 Banheiros;26 Vagas;Lagoa da Conceição, Florianópolis - SC;R$ 15.000 /mês
8;Apartamento com 2 Quartos para Aluguel, 66m²;62 m²;2 Quartos;2 Banheiros;1 Vaga;Itacorubi, Florianópolis - SC;R$ 2.400 /mês
9;Sala/Conjunto com 3 Quartos para Aluguel, 40m²;62;3 Quartos;1 Banheiro;-- Vaga;Avenida Hercílio Luz - Centro, Florianópolis - SC;R$ 880 /mês
10;Sala/Conjunto para Aluguel, 25m²;800 m²;-- Quarto;-- Banheiro;1 Vaga;Estreito, Florianópolis - SC;R$ 1.382 /mês
11;Casa com 4 Quartos para Aluguel, 150m²;800;4 Quartos;3 Banheiros;5 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 590 /dia
12;Casa com 9 Quartos para Aluguel, 600m²;80 m²;9 Quartos;5 Banheiros;6 Vagas;Jurerê Internacional, Florianópolis - SC;R$ 25.000 /mês
13;Casa com 6 Quartos para Venda/Aluguel 450m²;80;6 Quartos;6 Banheiros;2 Vagas;Rua das Guaracemas, 71 - Jurerê Internacional, Florianópolis - SC;"R$ 18.000 /mês
R$ 4.000.000"
14;Sala/Conjunto para Aluguel, 35m²;350 m²;-- Quarto;-- Banheiro;1 Vaga;Rua Joaquim Carneiro, 120 - Capoeiras, Florianópolis - SC;R$ 950 /mês
15;Apartamento com Quarto para Aluguel, 26m²;350;1 Quarto;1 Banheiro;1 Vaga;Pantanal, Florianópolis - SC;R$ 1.200 /mês
16;Apartamento com 2 Quartos para Aluguel, 96m²;66 m²;2 Quartos;1 Banheiro;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.700 /mês
17;Apartamento com 3 Quartos para Venda/Aluguel 131m²;66;3 Quartos;4 Banheiros;3 Vagas;Avenida das Raias - Jurerê Internacional, Florianópolis - SC;"R$ 3.500 /dia
R$ 2.500.000"
18;Ponto comercial/Loja/Box para Aluguel, 69m²;40 m²;-- Quarto;1 Banheiro;3 Vagas;Rio Tavares, Florianópolis - SC;R$ 2.150 /mês
19;Apartamento com 3 Quartos para Aluguel, 107m²;40;3 Quartos;3 Banheiros;2 Vagas;Rua Araci Vaz Callado, 1104 - Estreito, Florianópolis - SC;R$ 3.740 /mês
20;Cobertura com 3 Quartos para Venda/Aluguel 200m²;25 m²;3 Quartos;3 Banheiros;2 Vagas;Rua Jurerê Tradicional - Jurerê, Florianópolis - SC;"R$ 1.000 /dia
R$ 945.000"
21;Galpão/Depósito/Armazém para Aluguel, 250m²;25;-- Quarto;4 Banheiros;10 Vagas;Rodovia José Carlos Daux, 4261 - Saco Grande, Florianópolis - SC;R$ 24.500 /mês
22;Apartamento com 4 Quartos para Aluguel, 135m²;150 m²;4 Quartos;5 Banheiros;2 Vagas;Rua Alves de Brito - Centro, Florianópolis - SC;R$ 4.750 /mês
23;Sala/Conjunto para Aluguel, 45m²;150;-- Quarto;1 Banheiro;-- Vaga;Rua Maria Claudino da Cruz, 30 - Centro, Florianópolis - SC;R$ 1.100 /mês
24;Sala/Conjunto para Aluguel, 31m²;600 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 930 /mês
25;Apartamento com Quarto para Aluguel, 42m²;600;1 Quarto;1 Banheiro;1 Vaga;Rua Doutor Antônio Prudente de Moraes, 762 - Canasvieiras, Florianópolis - SC;R$ 250 /dia
26;Casa com 4 Quartos para Venda/Aluguel 600m²;450 m²;4 Quartos;5 Banheiros;6 Vagas;Servidão Catarina Gonçalves - Vargem Pequena, Florianópolis - SC;"R$ 10.000 /mês
R$ 5.500.000"
27;Apartamento com 3 Quartos para Aluguel, 105m²;450;3 Quartos;3 Banheiros;2 Vagas;Rua dos Chernes - Jurerê, Florianópolis - SC;R$ 2.000 /dia
28;Sala/Conjunto para Aluguel, 40m²;35 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Idalina Pereira dos Santos - Agronômica, Florianópolis - SC;R$ 1.050 /mês
29;Apartamento com 2 Quartos para Aluguel, 80m²;35;2 Quartos;3 Banheiros;1 Vaga;Rua Doutor Odilon Gallotti, 605 - Capoeiras, Florianópolis - SC;R$ 2.600 /mês
30;Sala/Conjunto com Quarto para Aluguel, 34m²;26 m²;1 Quarto;1 Banheiro;1 Vaga;Rua Belmira Isabel Martins, 42 - Estreito, Florianópolis - SC;R$ 1.200 /mês
31;Ponto comercial/Loja/Box para Aluguel, 475m²;26;-- Quarto;-- Banheiro;2 Vagas;Rua Saldanha Marinho - Centro, Florianópolis - SC;R$ 20.000 /mês
32;Apartamento com 3 Quartos para Aluguel, 147m²;96 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Esteves Júnior, 458 - Centro, Florianópolis - SC;R$ 6.200 /mês
33;Casa com 4 Quartos para Aluguel, 189m²;96;4 Quartos;2 Banheiros;-- Vaga;Rua Francisco Goulart - Trindade, Florianópolis - SC;R$ 4.500 /mês
34;Casa de condomínio com 3 Quartos para Aluguel, 140m²;131 m²;3 Quartos;2 Banheiros;2 Vagas;Servidão João Manoel Gonçalves - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.100 /dia
35;Sala/Conjunto para Aluguel, 150m²;131;-- Quarto;-- Banheiro;4 Vagas;Avenida Rio Branco - Centro, Florianópolis - SC;R$ 9.000 /mês
0;Sala/Conjunto para Venda/Aluguel 357m²;357 m²;-- Quarto;-- Banheiro;-- Vaga;Saco Grande, Florianópolis - SC;"R$ 18.000 /mês
R$ 4.212.840"
1;Ponto comercial/Loja/Box para Aluguel, 462m²;357;-- Quarto;3 Banheiros;8 Vagas;Pantanal, Florianópolis - SC;R$ 7.000 /mês
2;Sala/Conjunto para Aluguel, 28m²;462 m²;-- Quarto;-- Banheiro;1 Vaga;Estreito, Florianópolis - SC;R$ 1.524 /mês
3;Galpão/Depósito/Armazém para Aluguel, 500m²;462;-- Quarto;4 Banheiros;-- Vaga;Rodovia José Carlos Daux, 4261 - Saco Grande, Florianópolis - SC;R$ 44.000 /mês
4;Casa com 2 Quartos para Aluguel, 62m²;28 m²;2 Quartos;2 Banheiros;2 Vagas;Campeche, Florianópolis - SC;R$ 2.800 /mês
5;Apartamento com 2 Quartos para Aluguel, 91m²;28;2 Quartos;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.500 /mês
6;Apartamento com Quarto para Aluguel, 50m²;500 m²;1 Quarto;1 Banheiro;1 Vaga;Avenida das Raias, 555 - Jurerê Internacional, Florianópolis - SC;R$ 250 /dia
7;Casa com 6 Quartos para Aluguel, 900m²;500;6 Quartos;7 Banheiros;4 Vagas;Rua dos Tambaquis - Jurerê Internacional, Florianópolis - SC;R$ 14.000 /dia
8;Cobertura com 3 Quartos para Aluguel, 290m²;62 m²;3 Quartos;2 Banheiros;3 Vagas;Campeche, Florianópolis - SC;R$ 13.000 /mês
9;Apartamento com Quarto para Aluguel, 38m²;62;1 Quarto;1 Banheiro;1 Vaga;Rua Lauro Linhares, 1400 - Trindade, Florianópolis - SC;R$ 2.000 /mês
10;Apartamento com 3 Quartos para Aluguel, 119m²;91 m²;3 Quartos;4 Banheiros;1 Vaga;Rua São Pedro - Estreito, Florianópolis - SC;R$ 3.900 /mês
11;Apartamento com Quarto para Aluguel, 60m²;91;1 Quarto;1 Banheiro;1 Vaga;Ribeirão da Ilha, Florianópolis - SC;R$ 1.250 /mês
12;Apartamento com 3 Quartos para Aluguel, 125m²;50 m²;3 Quartos;3 Banheiros;2 Vagas;Jardim Atlântico, Florianópolis - SC;R$ 5.226 /mês
13;Apartamento com Quarto para Aluguel, 50m²;50;1 Quarto;1 Banheiro;1 Vaga;Avenida das Nações, 460 - Canasvieiras, Florianópolis - SC;R$ 300 /dia
14;Apartamento com 2 Quartos para Aluguel, 190m²;900 m²;2 Quartos;3 Banheiros;1 Vaga;Estrada Vereador Onildo Lemos - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 2.000 /dia
15;Sala/Conjunto para Aluguel, 130m²;900;-- Quarto;2 Banheiros;-- Vaga;Rua Madre Maria Vilac - Canasvieiras, Florianópolis - SC;R$ 8.000 /mês
16;Apartamento com 2 Quartos para Aluguel, 63m²;290 m²;2 Quartos;1 Banheiro;1 Vaga;Pantanal, Florianópolis - SC;R$ 1.600 /mês
17;Casa com 3 Quartos para Aluguel, 130m²;290;3 Quartos;2 Banheiros;2 Vagas;Rua Olegário da Silva Ramos, 46 - Capoeiras, Florianópolis - SC;R$ 2.690 /mês
18;Apartamento com 2 Quartos para Aluguel, 85m²;38 m²;2 Quartos;2 Banheiros;1 Vaga;Canasvieiras, Florianópolis - SC;R$ 450 /dia
19;Casa com 4 Quartos para Aluguel, 200m²;38;4 Quartos;2 Banheiros;-- Vaga;Rua Francisco Goulart, 257 - Trindade, Florianópolis - SC;R$ 5.400 /mês
20;Casa com 2 Quartos para Aluguel, 59m²;119 m²;2 Quartos;1 Banheiro;2 Vagas;Campeche, Florianópolis - SC;R$ 2.500 /mês
21;Apartamento com Quarto para Aluguel, 56m²;119;1 Quarto;1 Banheiro;1 Vaga;Agronômica, Florianópolis - SC;R$ 3.300 /mês
22;Ponto comercial/Loja/Box para Aluguel, 25m²;60 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.269 /mês
23;Cobertura com 2 Quartos para Aluguel, 130m²;60;2 Quartos;2 Banheiros;2 Vagas;Campeche, Florianópolis - SC;R$ 7.500 /mês
24;Apartamento com 2 Quartos para Aluguel, 50m²;125 m²;2 Quartos;1 Banheiro;1 Vaga;Itacorubi, Florianópolis - SC;R$ 1.300 /mês
25;Apartamento com Quarto para Aluguel, 54m²;125;1 Quarto;1 Banheiro;1 Vaga;Rua Graciliano Manoel Gomes, 25 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.500 /mês
26;Prédio/Edifício inteiro para Aluguel, 5200m²;50 m²;-- Quarto;34 Banheiros;44 Vagas;Centro, Florianópolis - SC;R$ 208.000 /mês
27;Sala/Conjunto para Aluguel, 36m²;50;-- Quarto;1 Banheiro;-- Vaga;Rua Anita Garibaldi - Centro, Florianópolis - SC;R$ 650 /mês
28;Casa com 4 Quartos para Venda/Aluguel 600m²;190 m²;4 Quartos;5 Banheiros;4 Vagas;Rua Almirante Barroso, 165 - Joao Paulo, Florianópolis - SC;"R$ 15.000 /mês
R$ 10.000.000"
29;Apartamento com 2 Quartos para Aluguel, 77m²;190;2 Quartos;1 Banheiro;1 Vaga;Rua General Bittencourt, 386 - Centro, Florianópolis - SC;R$ 1.500 /mês
30;Sala/Conjunto para Aluguel, 55m²;130 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Arcipreste Paiva - Centro, Florianópolis - SC;R$ 1.300 /mês
31;Apartamento com 3 Quartos para Aluguel, 76m²;130;3 Quartos;1 Banheiro;-- Vaga;Rua Elesbão Pinto da Luz, 62 - Jardim Atlântico, Florianópolis - SC;R$ 1.400 /mês
32;Apartamento com 2 Quartos para Aluguel, 80m²;63 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Madre Maria Vilac, 604 - Canasvieiras, Florianópolis - SC;R$ 800 /dia
33;Ponto comercial/Loja/Box para Aluguel, 150m²;63;-- Quarto;2 Banheiros;-- Vaga;Avenida Madre Benvenuta, 429 - Trindade, Florianópolis - SC;R$ 9.500 /mês
34;Casa com 6 Quartos à Venda/Aluguel 450m²;130 m²;6 Quartos;6 Banheiros;3 Vagas;Avenida dos Salmões - Jurerê Internacional, Florianópolis - SC;"R$ 3.000 /dia
R$ 3.800.000"
35;Ponto comercial/Loja/Box para Aluguel, 917m²;130;-- Quarto;-- Banheiro;10 Vagas;Praça Getúlio Vargas - Centro, Florianópolis - SC;R$ 18.700 /mês
0;Apartamento com 2 Quartos para Aluguel, 72m²;72 m²;2 Quartos;2 Banheiros;1 Vaga;Rua João Antônio da Silveira - Lagoa da Conceição, Florianópolis - SC;R$ 500 /dia
1;Apartamento com Quarto para Aluguel, 54m²;72;1 Quarto;1 Banheiro;1 Vaga;Rua Graciliano Manoel Gomes, 25 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.500 /mês
2;Prédio/Edifício inteiro para Aluguel, 5200m²;54 m²;-- Quarto;34 Banheiros;44 Vagas;Centro, Florianópolis - SC;R$ 208.000 /mês
3;Sala/Conjunto para Aluguel, 36m²;54;-- Quarto;1 Banheiro;-- Vaga;Rua Anita Garibaldi - Centro, Florianópolis - SC;R$ 650 /mês
4;Apartamento com 2 Quartos para Aluguel, 77m²;5200 m²;2 Quartos;1 Banheiro;1 Vaga;Rua General Bittencourt, 386 - Centro, Florianópolis - SC;R$ 1.500 /mês
5;Sala/Conjunto para Aluguel, 55m²;5200;-- Quarto;1 Banheiro;-- Vaga;Rua Arcipreste Paiva - Centro, Florianópolis - SC;R$ 1.300 /mês
6;Sala/Conjunto para Aluguel, 35m²;36 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 1.200 /mês
7;Apartamento com 3 Quartos para Aluguel, 76m²;36;3 Quartos;1 Banheiro;-- Vaga;Rua Elesbão Pinto da Luz, 62 - Jardim Atlântico, Florianópolis - SC;R$ 1.400 /mês
8;Apartamento com 2 Quartos para Aluguel, 80m²;77 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Madre Maria Vilac, 604 - Canasvieiras, Florianópolis - SC;R$ 800 /dia
9;Ponto comercial/Loja/Box para Aluguel, 150m²;77;-- Quarto;2 Banheiros;-- Vaga;Avenida Madre Benvenuta, 429 - Trindade, Florianópolis - SC;R$ 9.500 /mês
10;Casa com 6 Quartos à Venda/Aluguel 450m²;55 m²;6 Quartos;6 Banheiros;3 Vagas;Avenida dos Salmões - Jurerê Internacional, Florianópolis - SC;"R$ 3.000 /dia
R$ 3.800.000"
11;Apartamento com 2 Quartos para Aluguel, 70m²;55;2 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 400 /dia
12;Casa com 6 Quartos à Venda/Aluguel 615m²;35 m²;6 Quartos;7 Banheiros;6 Vagas;Rua dos Camuris - Jurerê Internacional, Florianópolis - SC;"R$ 3.500 /dia
R$ 8.500.000"
13;Apartamento com 2 Quartos para Aluguel, 65m²;35;2 Quartos;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 1.100 /mês
14;Apartamento com 2 Quartos para Aluguel, 78m²;76 m²;2 Quartos;2 Banheiros;1 Vaga;Rua dos Canudos, 146 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 450 /dia
15;Apartamento com 2 Quartos para Aluguel, 49m²;76;2 Quartos;1 Banheiro;1 Vaga;Servidão Botafogo dos Ingleses - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.258 /mês
16;Apartamento com 2 Quartos para Aluguel, 65m²;80 m²;2 Quartos;2 Banheiros;1 Vaga;Rodovia Admar Gonzaga, 1669 - Itacorubi, Florianópolis - SC;R$ 2.700 /mês
17;Apartamento com 4 Quartos para Aluguel, 180m²;80;4 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.180 /dia
18;Apartamento com 2 Quartos para Aluguel, 94m²;150 m²;2 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 705 /dia
19;Apartamento com 2 Quartos para Aluguel, 60m²;150;2 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 415 /dia
20;Ponto comercial/Loja/Box para Aluguel, 52m²;450 m²;-- Quarto;-- Banheiro;-- Vaga;Rua Coronel Pedro Demoro, 1609 - Balneário, Florianópolis - SC;R$ 2.500 /mês
21;Apartamento com 3 Quartos para Aluguel, 92m²;450;3 Quartos;2 Banheiros;2 Vagas;Avenida Patrício Caldeira de Andrada, 620 - Abraão, Florianópolis - SC;R$ 3.200 /mês
22;Casa de condomínio com 4 Quartos para Aluguel, 995m²;70 m²;4 Quartos;6 Banheiros;8 Vagas;Estrada Haroldo Soares Glavan, 3321 - Cacupé, Florianópolis - SC;R$ 20.000 /mês
23;Apartamento com 2 Quartos para Aluguel, 72m²;70;2 Quartos;3 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 500 /dia
24;Apartamento com 3 Quartos para Venda/Aluguel 112m²;615 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Manoel de Oliveira Ramos - Estreito, Florianópolis - SC;"R$ 3.500 /mês
R$ 1.150.000"
25;Sala/Conjunto para Venda/Aluguel 45m²;615;-- Quarto;1 Banheiro;1 Vaga;Rua Fúlvio Aducci, 760 - Estreito, Florianópolis - SC;"R$ 2.200 /mês
R$ 450.000"
26;Apartamento com 2 Quartos para Aluguel, 67m²;65 m²;2 Quartos;1 Banheiro;1 Vaga;Rua Deputado Paulo Preis, 580 - Jurerê, Florianópolis - SC;R$ 500 /dia
